path,whisper_language,whisper_segment_id,whisper_segment_seek,whisper_segment_start,whisper_segment_end,whisper_segment_text,whisper_segment_tokens,whisper_segment_temperature,whisper_segment_avg_logprob,whisper_segment_compression_ratio,whisper_segment_no_speech_prob,whisper_segment_raw,whisperx_word,whisperx_word_start,whisperx_word_end,whisperx_word_score,whisperx_word_raw
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",प्यार,3.118,3.399,0.659,"{""word"": ""प्यार"", ""start"": 3.118, ""end"": 3.399, ""score"": 0.659}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",में,3.48,3.56,0.787,"{""word"": ""में"", ""start"": 3.48, ""end"": 3.56, ""score"": 0.787}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",और,3.721,3.822,0.505,"{""word"": ""और"", ""start"": 3.721, ""end"": 3.822, ""score"": 0.505}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",साथ,4.043,4.345,0.968,"{""word"": ""साथ"", ""start"": 4.043, ""end"": 4.345, ""score"": 0.968}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",में,4.466,4.606,0.944,"{""word"": ""में"", ""start"": 4.466, ""end"": 4.606, ""score"": 0.944}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",हमेशा,5.049,6.236,0.821,"{""word"": ""हमेशा"", ""start"": 5.049, ""end"": 6.236, ""score"": 0.821}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",रहते,6.256,6.598,0.911,"{""word"": ""रहते"", ""start"": 6.256, ""end"": 6.598, ""score"": 0.911}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,0,0,0.0,7.0," ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।","[50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 0, ""seek"": 0, ""start"": 0.0, ""end"": 7.0, ""text"": "" ये गुफा उन लोगों के लिए है जो दोस्ती में, प्यार में और साथ में हमेशा रहते हैं।"", ""tokens"": [50365, 8485, 107, 21981, 8485, 245, 8703, 223, 3941, 104, 17937, 8485, 231, 35082, 8485, 110, 33926, 3941, 245, 33926, 31945, 31970, 21981, 8485, 110, 33279, 3941, 237, 37139, 43372, 8485, 250, 33926, 8485, 99, 33926, 45938, 27099, 36158, 31881, 48449, 21981, 31945, 11, 8485, 103, 27099, 48268, 17937, 25411, 48449, 21981, 31945, 8485, 242, 25411, 49316, 17937, 3941, 98, 48449, 21981, 31945, 37139, 48521, 21981, 3941, 114, 17937, 8485, 108, 44500, 36158, 21981, 37139, 43372, 31945, 8703, 97, 50715], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",हैं।,6.638,7.02,0.696,"{""word"": ""हैं।"", ""start"": 6.638, ""end"": 7.02, ""score"": 0.696}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",चिंटू,7.0,7.362,0.669,"{""word"": ""चिंटू"", ""start"": 7.0, ""end"": 7.362, ""score"": 0.669}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",और,7.383,7.483,0.488,"{""word"": ""और"", ""start"": 7.383, ""end"": 7.483, ""score"": 0.488}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",राजू,7.584,7.886,0.918,"{""word"": ""राजू"", ""start"": 7.584, ""end"": 7.886, ""score"": 0.918}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",ने,7.926,8.027,0.572,"{""word"": ""ने"", ""start"": 7.926, ""end"": 8.027, ""score"": 0.572}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",इस,8.188,8.248,0.944,"{""word"": ""इस"", ""start"": 8.188, ""end"": 8.248, ""score"": 0.944}"
datasets\Corpus\adult\audio\test_split\AD09055.wav,hi,1,0,7.0,13.0, चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।,"[50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015]",0.0,-0.03309756192294034,2.036842105263158,0.00801673624664545,"{""id"": 1, ""seek"": 0, ""start"": 7.0, ""end"": 13.0, ""text"": "" चिंटू और राजू ने इस राज को समझा और इसके बाद से उनकी दोस्ती और मजबूत हो गई।"", ""tokens"": [50715, 8485, 248, 33279, 31945, 3941, 253, 8703, 224, 8485, 242, 25411, 8485, 108, 17937, 3941, 250, 8703, 224, 8485, 101, 21981, 8485, 229, 45938, 8485, 108, 17937, 3941, 250, 31970, 33926, 49316, 48521, 3941, 251, 17937, 8485, 242, 25411, 8485, 229, 45938, 41858, 21981, 8485, 105, 17937, 3941, 99, 49316, 21981, 8485, 231, 35082, 41858, 31881, 8485, 99, 33926, 45938, 27099, 36158, 31881, 8485, 242, 25411, 48449, 3941, 250, 3941, 105, 8703, 224, 36158, 37139, 33926, 8485, 245, 3941, 230, 8703, 97, 51015], ""temperature"": 0.0, ""avg_logprob"": -0.03309756192294034, ""compression_ratio"": 2.036842105263158, ""no_speech_prob"": 0.00801673624664545}",राज,8.309,8.53,0.79,"{""word"": ""राज"", ""start"": 8.309, ""end"": 8.53, ""score"": 0.79}"
