audio,sentence,total_words,num_english_words,num_hindi_words,CMI,duration_sec,WPM,speech_rate,code_switch_count,hi_to_en_switch,en_to_hi_switch
AD25076.wav,filled with mysterious symbols and ancient drawings,7,7,0,0.0,2.103375,199.68,3.33,0,0,0
AD25077.wav,excited by their discovery they spend hours deciphering,8,8,0,0.0,3.3844375,141.83,2.36,0,0,0
AD25078.wav,the symbols finally translating a passage that,7,7,0,0.0,2.3106875,181.76,3.03,0,0,0
AD25079.wav,spoke of a hidden portal to a magical world. सूरज अस्त होने पर वीर और दीया,16,9,7,43.75,3.441,278.99,4.65,1,0,1
AD25080.wav,ने इस छुपी गुफा को ढूंढने,6,0,6,0.0,1.915,187.99,3.13,0,0,0
AD25081.wav,की एक यात्रा पर निकलने का फैसला किया। After searching,10,2,8,20.0,2.7628125,217.17,3.62,1,1,0
AD25082.wav,high and low,3,3,0,0.0,0.8789375,204.79,3.41,0,0,0
AD25083.wav,उन्हें city के किनारे एक old abandoned house खोज निकाला।,10,4,6,40.0,3.29025,182.36,3.04,4,2,2
AD25084.wav,with bated breath,3,3,0,0.0,1.1049375,162.91,2.72,0,0,0
AD25085.wav,They explored the old house discovering hidden passages beneath,9,9,0,0.0,2.6309375,205.25,3.42,0,0,0
AD25086.wav,The bookshelf stepping through the passage they found themselves into lush magical forest,13,13,0,0.0,3.9685,196.55,3.28,0,0,0
AD25087.wav,उन्होंने जंगल के अंदर और गहरा प्रवेश किया,8,0,8,0.0,3.0453125,157.62,2.63,0,0,0
AD25088.wav,जहां उन्होंने कल्प-वृक्षों और जादूई दृश्यों का सामना किया।,9,0,9,0.0,2.8193125,191.54,3.19,0,0,0
AD25089.wav,कई घंटों के अन्वेषण के बाद,6,0,6,0.0,1.5194375,236.93,3.95,0,0,0
AD25090.wav,उन्होंने जंगल के मध्य में स्थित एक महल को खोज निकाला।,11,0,11,0.0,3.1395625,210.22,3.5,0,0,0
AD25091.wav,महल के द्वार पर उनका एक पुराना बुधिमान,8,0,8,0.0,2.4613125,195.02,3.25,0,0,0
AD25092.wav,उनका एक पुराने बुधिमान विद्वान ने स्वागत किया।,8,0,8,0.0,2.70625,177.37,2.96,0,0,0
AD25093.wav,The wizard will welcomed them,5,5,0,0.0,1.5194375,197.44,3.29,0,0,0
AD25094.wav,reminding them that true magic lies within their hearts and,10,10,0,0.0,2.8004375,214.25,3.57,0,0,0
AD25095.wav,that the bond of siblings,5,5,0,0.0,1.3310625,225.38,3.76,0,0,0
AD25096.wav,is the strongest magic of all,6,6,0,0.0,1.670125,215.55,3.59,0,0,0
AD25097.wav,इस image में एक आदमी खड़ा हुआ है और एक सुनसान से इलाके में खड़े हुए,16,1,15,6.25,4.6843125,204.94,3.42,2,1,1
AD25098.wav,कुछ सोचने की कोशिश कर रहा है,7,0,7,0.0,1.7455,240.62,4.01,0,0,0
AD25099.wav,मुझे लगता है वो अपने घर को बहुत miss करता है,11,1,10,9.09,2.1223125,310.98,5.18,2,1,1
AD25100.wav,और वो,2,0,2,0.0,0.7281875,164.79,2.75,0,0,0
AD25101.wav,इसी के बारे में सोच रहा होगा,7,0,7,0.0,1.5948125,263.35,4.39,0,0,0
AD25102.wav,इस image में दो बच्चे,5,1,4,20.0,1.1991875,250.17,4.17,2,1,1
AD25103.wav,खाना खाने की कोशिश कर रहे हैं,7,0,7,0.0,1.4251875,294.7,4.91,0,0,0
AD25104.wav,जिस में कि एक बच्चा खुश है और एक बच्चा रो रहा है,13,0,13,0.0,2.1788125,357.99,5.97,0,0,0
AD25105.wav,तो इस image को देखके मुझे लगता है कि ये दूसरा बच्चा है जो pink shirt में है,18,3,15,16.67,4.5148125,239.21,3.99,4,2,2
AD25106.wav,Maybe he is not liking the food,7,7,0,0.0,1.5194375,276.42,4.61,0,0,0
AD25107.wav,and he,2,2,0,0.0,0.89775,133.67,2.23,0,0,0
AD25108.wav,or maybe he is,4,4,0,0.0,0.8224375,291.82,4.86,0,0,0
AD25109.wav,crying for his mother or parents,6,6,0,0.0,1.8396875,195.69,3.26,0,0,0
AD25110.wav,This image is about a happy child,7,7,0,0.0,1.726625,243.25,4.05,0,0,0
AD25111.wav,gleaming,1,1,0,0.0,0.765875,78.34,1.31,0,0,0
AD25112.wav,face,1,1,0,0.0,0.48325,124.16,2.07,0,0,0
AD25113.wav,And the children looks very happy,6,6,0,0.0,1.4440625,249.3,4.15,0,0,0
AD25114.wav,the child looks very happy,5,5,0,0.0,1.915,156.66,2.61,0,0,0
AD25115.wav,Maybe he's..,2,2,0,0.0,0.878875,136.54,2.28,0,0,0
AD25116.wav,His parents have given him some,6,6,0,0.0,1.783125,201.89,3.36,0,0,0
AD25117.wav,thing that he wanted very badly,6,6,0,0.0,2.9135,123.56,2.06,0,0,0
AD25118.wav,इसमें एक आदमी कूदता है,5,0,5,0.0,1.990375,150.73,2.51,0,0,0
AD25119.wav,चादर को लेकर ऐसा लगता है उड़ने की कोशिश कर रहा है,12,0,12,0.0,2.3671875,304.16,5.07,0,0,0
AD25120.wav,इस इमेज को देख के मुझे,6,0,6,0.0,1.218,295.57,4.93,0,0,0
AD25121.wav,गाना याद आता है उड़ता ही फिरू,7,0,7,0.0,1.802,233.07,3.88,0,0,0
AD25122.wav,हवाओं में कहीं,3,0,3,0.0,0.95425,188.63,3.14,0,0,0
AD25123.wav,So this image is the image of Christmas tree,9,9,0,0.0,2.9135,185.34,3.09,0,0,0
AD25124.wav,lots of decoration,3,3,0,0.0,1.086125,165.73,2.76,0,0,0
AD25125.wav,hanging around it,3,3,0,0.0,1.029625,174.82,2.91,0,0,0
AD25126.wav,It describes the Christmas celebration and the happiness around,9,9,0,0.0,3.158375,170.97,2.85,0,0,0
AD25127.wav,the house where this Christmas is,6,6,0,0.0,1.783125,201.89,3.36,0,0,0
AD26001.wav,my favourite festival is,4,4,0,0.0,1.65125,145.34,2.42,0,0,0
AD26002.wav,holi and diwali,3,3,0,0.0,1.1803125,152.5,2.54,0,0,0
AD26003.wav,और इसको,2,0,2,0.0,1.3875625,86.48,1.44,0,0,0
AD26004.wav,family के साथ celebrate करते हैं।,6,2,4,33.33,1.689,213.14,3.55,3,1,2
AD26005.wav,होली तो mainly,3,1,2,33.33,1.1426875,157.52,2.63,1,1,0
AD26006.wav,Festival of Colour,3,3,0,0.0,1.0673125,168.65,2.81,0,0,0
AD26007.wav,and Diwali is Festival of Light,6,6,0,0.0,1.8961875,189.85,3.16,0,0,0
AD26008.wav,बहुत अच्छा लगता है family के साथ जब celebrate करते हैं।,11,2,9,18.18,3.0265,218.07,3.63,4,2,2
AD26009.wav,Yes I like watching series or TV show,8,8,0,0.0,2.517875,190.64,3.18,0,0,0
AD26010.wav,from the time of,4,4,0,0.0,0.95425,251.51,4.19,0,0,0
AD26011.wav,Ramayana and Mahabharata,3,3,0,0.0,1.764375,102.02,1.7,0,0,0
AD26013.wav,my hometown is balia,4,4,0,0.0,2.4613125,97.51,1.63,0,0,0
AD26014.wav,which is situated,3,3,0,0.0,1.3121875,137.18,2.29,0,0,0
AD26015.wav,near varanasi,2,2,0,0.0,1.199125,100.07,1.67,0,0,0
AD26016.wav,in the eastern side of UP,6,6,0,0.0,2.461375,146.26,2.44,0,0,0
AD26017.wav,गंगा जी famous है,4,1,3,25.0,1.3121875,182.9,3.05,2,1,1
AD26018.wav,if I will talk about,5,5,0,0.0,1.3875625,216.21,3.6,0,0,0
AD26019.wav,dishes,1,1,0,0.0,0.916625,65.46,1.09,0,0,0
AD26020.wav,और food habit,3,2,1,33.33,1.0484375,171.68,2.86,1,1,0
AD26021.wav,इस typical,2,1,1,50.0,1.06725,112.44,1.87,1,1,0
AD26022.wav,Village side,2,2,0,0.0,0.878875,136.54,2.28,0,0,0
AD26023.wav,लिट्टी चोखा,2,0,2,0.0,0.8600625,139.52,2.33,0,0,0
AD26024.wav,Yes of course I will recommend,6,6,0,0.0,2.084625,172.69,2.88,0,0,0
AD26025.wav,लिट्टी चोखा जो भी वहाँ पर जाएगा उसके लिए,9,0,9,0.0,2.348375,229.95,3.83,0,0,0
AD26026.wav,Every type of vegetarian food I like,7,7,0,0.0,3.1960625,131.41,2.19,0,0,0
AD26027.wav,पनीर वाली कोई भी,4,0,4,0.0,1.293375,185.56,3.09,0,0,0
AD26028.wav,dish,1,1,0,0.0,0.634,94.64,1.58,0,0,0
AD26029.wav,लिट्टी चोखा,2,0,2,0.0,1.0673125,112.43,1.87,0,0,0
AD26030.wav,vegetarian. Yes,2,2,0,0.0,1.4064375,85.32,1.42,0,0,0
AD26032.wav,holiday destination,2,2,0,0.0,1.3686875,87.68,1.46,0,0,0
AD26033.wav,कोई भी धार्मिक place,4,1,3,25.0,1.293375,185.56,3.09,1,1,0
AD26034.wav,which is suitable for worship,5,5,0,0.0,1.557125,192.66,3.21,0,0,0
AD26035.wav,Yoga Meditation,2,2,0,0.0,1.349875,88.9,1.48,0,0,0
AD26036.wav,because,1,1,0,0.0,0.8035625,74.67,1.24,0,0,0
AD26037.wav,I feel,2,2,0,0.0,0.9919375,120.98,2.02,0,0,0
AD26038.wav,Peace,1,1,0,0.0,0.6905,86.89,1.45,0,0,0
AD26039.wav,and calmness there,3,3,0,0.0,1.218,147.78,2.46,0,0,0
AD26040.wav,the environment there is very,5,5,0,0.0,1.7078125,175.66,2.93,0,0,0
AD26041.wav,शांत होता है,3,0,3,0.0,1.1238125,160.17,2.67,0,0,0
AD26042.wav,concentrate हो सकते हैं वहां पर,6,1,5,16.67,1.915,187.99,3.13,1,0,1
AD26043.wav,जो tension होता है वो सब,6,1,5,16.67,1.349875,266.69,4.44,2,1,1
AD26044.wav,लगता है खत्म हो गया,5,0,5,0.0,1.218,246.31,4.11,0,0,0
AD26045.wav,एक छोटे से गाँव,4,0,4,0.0,1.4440625,166.2,2.77,0,0,0
AD26046.wav,दो में friends रहते थे,5,1,4,20.0,1.65125,181.68,3.03,2,1,1
AD26047.wav,चिंटू और राजू,3,0,3,0.0,1.029625,174.82,2.91,0,0,0
AD26048.wav,दोनो ही बच्चे बहुत मस्ती करते थे।,7,0,7,0.0,1.9526875,215.09,3.58,0,0,0
AD26049.wav,और उनकी friendship,3,1,2,33.33,1.0484375,171.68,2.86,1,1,0
AD26050.wav,बिलकुल चुटकियों की तरह थी,5,0,5,0.0,1.7078125,175.66,2.93,0,0,0
AD26051.wav,हमेशा पास,2,0,2,0.0,1.0108125,118.72,1.98,0,0,0
AD26052.wav,हमेशा साथ।,2,0,2,0.0,0.765875,156.68,2.61,0,0,0
AD26053.wav,चिंटू और राजू ने एक दिन सुना कि उनके पास के जंगल में एक जादुई गुफा है,17,0,17,0.0,4.835,210.96,3.52,0,0,0
AD26054.wav,इसे सुन के दोनों ने सोचा कि यह उनका,9,0,9,0.0,2.4236875,222.8,3.71,0,0,0
AD26055.wav,next adventure spot हो सकता है,6,3,3,50.0,2.2729375,158.39,2.64,1,0,1
AD26056.wav,So चिंटू और राजू ने अपने झोलों में कुछ snacks और पानी pack किया,14,3,11,21.43,3.9873125,210.67,3.51,5,2,3
AD26057.wav,और गुफा की तरफ चल दिये।,6,0,6,0.0,1.293375,278.34,4.64,0,0,0
AD26058.wav,as they walked through the jungle,6,6,0,0.0,1.557125,231.2,3.85,0,0,0
AD26059.wav,they felt as if,4,4,0,0.0,0.973125,246.63,4.11,0,0,0
AD26060.wav,Someone was watching them,4,4,0,0.0,1.3686875,175.35,2.92,0,0,0
AD26061.wav,पर उन्होंने हिम्मत नहीं हारी,5,0,5,0.0,1.42525,210.49,3.51,0,0,0
AD26062.wav,जब वो गुफा तक पहुंच गए उन्हें गुफा से एक अजीब सी आवाज आई,14,0,14,0.0,3.7800625,222.22,3.7,0,0,0
AD26063.wav,Welcome,1,1,0,0.0,0.8035625,74.67,1.24,0,0,0
AD26064.wav,चिंटू और राजू!,3,0,3,0.0,0.973125,184.97,3.08,0,0,0
AD26065.wav,मैं हूं गुफा का guardian।,5,0,5,0.0,1.5194375,197.44,3.29,0,0,0
AD26066.wav,तुम दोनों को यहां के राज़,6,0,6,0.0,1.4440625,249.3,4.15,0,0,0
AD26067.wav,पता चलेंगे।,2,0,2,0.0,0.8035625,149.33,2.49,0,0,0
AD26068.wav,चिंटू और राजू ने guardian के दिए गए task complete कर लिए,12,3,9,25.0,3.893125,184.94,3.08,4,2,2
AD26069.wav,और हर एक task के बाद,6,1,5,16.67,1.406375,255.98,4.27,2,1,1
AD26070.wav,उन्हें गुफा का secret थोड़ा और समझ आ गया।,9,1,8,11.11,2.3295,231.81,3.86,2,1,1
AD26071.wav,slowly and steadily,3,3,0,0.0,1.2745,141.23,2.35,0,0,0
AD26072.wav,the secret of the cave began to unfold before them,10,10,0,0.0,2.838125,211.41,3.52,0,0,0
AD26073.wav,इस गुफा का राज है,5,0,5,0.0,1.3686875,219.19,3.65,0,0,0
AD26074.wav,साथ निभाना और एक दूसरे की मदद करना!,8,0,8,0.0,2.574375,186.45,3.11,0,0,0
AD26075.wav,ये गुफा उन लोगों के लिए है जो दोस्ती,9,0,9,0.0,2.4048125,224.55,3.74,0,0,0
AD26076.wav,जो दोस्ती में प्यार में,5,0,5,0.0,1.8396875,163.07,2.72,0,0,0
AD26077.wav,और साथ में हमेशा रहते हैं,6,0,6,0.0,1.7455,206.24,3.44,0,0,0
AD26078.wav,चिंटू और राजू ने इस राज़ को समझा और इसके बाद से उनकी दोस्ती और मज़बूत हो गई।,18,0,18,0.0,5.2683125,205.0,3.42,0,0,0
AD26079.wav,ये थी चिंटू और राजू की अनोखी गुफा की कहानी।,10,0,10,0.0,2.7063125,221.7,3.7,0,0,0
AD26080.wav,दोस्ती और साथ में रहना ही असली ख़ुशी है।,9,0,9,0.0,2.499,216.09,3.6,0,0,0
AD26081.wav,मिलते हैं अगली कहानी में,5,0,5,0.0,1.331,225.39,3.76,0,0,0
AD26082.wav,तब तक अपना ख्याल रखो,5,0,5,0.0,1.557125,192.66,3.21,0,0,0
AD26083.wav,और दोस्ती को हमेशा समझो!,5,0,5,0.0,1.65125,181.68,3.03,0,0,0
AD26084.wav,अलविदा!,1,0,1,0.0,0.7281875,82.4,1.37,0,0,0
AD26085.wav,in the heart of a bustling city,7,7,0,0.0,1.933875,217.18,3.62,0,0,0
AD26086.wav,दो siblings रहते थे,4,1,3,25.0,1.142625,210.04,3.5,2,1,1
AD26087.wav,Veer and Diya,3,3,0,0.0,1.2745,141.23,2.35,0,0,0
AD26088.wav,Veer बड़े भाई known for his curiosity and DiVya छोटी बहन,11,7,4,36.36,4.6278125,142.62,2.38,3,1,2
AD26089.wav,admired for her creativity,4,4,0,0.0,1.8961875,126.57,2.11,0,0,0
AD26090.wav,एक गर्मी के दिन में,5,0,5,0.0,1.3121875,228.63,3.81,0,0,0
AD26091.wav,एक गर्मी के,3,0,3,0.0,0.78475,229.37,3.82,0,0,0
AD26092.wav,दिन के दोपहर में while exploring the attic of their old house,12,8,4,33.33,3.87425,185.84,3.1,1,1,0
AD26093.wav,तब उन्हें एक dusty old book मिली,7,3,4,42.86,1.9904375,211.01,3.52,2,1,1
AD26094.wav,filled with mysterious symbols and ancient drawings,7,7,0,0.0,3.365625,124.79,2.08,0,0,0
AD26095.wav,excited by their discovery,4,4,0,0.0,1.670125,143.7,2.4,0,0,0
AD26096.wav,they spent hours,3,3,0,0.0,0.9919375,181.46,3.02,0,0,0
AD26097.wav,deciphering the symbols,3,3,0,0.0,1.42525,126.29,2.1,0,0,0
AD26098.wav,final translating a passage,4,4,0,0.0,1.802,133.19,2.22,0,0,0
AD26099.wav,that spoke a hidden portal,5,5,0,0.0,2.06575,145.23,2.42,0,0,0
AD26100.wav,to a magical world,4,4,0,0.0,1.0861875,220.96,3.68,0,0,0
AD26101.wav,सूरज अस्त होने पर वीर और दीया ने इस छुपी गुफा को ढूंढने की एक यात्रा पर निकलने का फैसला किया।,21,0,21,0.0,6.474,194.62,3.24,0,0,0
AD26102.wav,after searching high and low,5,5,0,0.0,1.8208125,164.76,2.75,0,0,0
AD26103.wav,उन्हें city के किनारे एक old abandoned house खोज निकाला।,10,4,6,40.0,3.252625,184.47,3.07,4,2,2
AD26104.wav,With bated breath,3,3,0,0.0,1.218,147.78,2.46,0,0,0
AD26105.wav,they explored the old house,5,5,0,0.0,1.7078125,175.66,2.93,0,0,0
AD26106.wav,discovering a hidden passage behind a,6,6,0,0.0,2.046875,175.88,2.93,0,0,0
AD26108.wav,stepping through the passage,4,4,0,0.0,1.613625,148.73,2.48,0,0,0
AD26109.wav,They found themselves in a lush,6,6,0,0.0,1.7831875,201.89,3.36,0,0,0
AD26110.wav,magical forest,2,2,0,0.0,0.9919375,120.98,2.02,0,0,0
AD26120.wav,Anxiously and seriously,3,3,0,0.0,0.9919375,181.46,3.02,0,0,0
AD26121.wav,उन्होंने जंगल के अंदर और गहरा प्रवेश किया,8,0,8,0.0,2.4425625,196.51,3.28,0,0,0
AD26122.wav,जहां उन्होंने कल्प-वृक्षों और जादूई दृश्यों का सामना किया।,9,0,9,0.0,3.1960625,168.96,2.82,0,0,0
AD26123.wav,कई घंटों के अन्वेषण के बाद उन्होंने जंगल के मध्य में स्थित एक महल को खोज निकाला।,17,0,17,0.0,5.004625,203.81,3.4,0,0,0
AD26124.wav,महल के द्वार पर,4,0,4,0.0,1.218,197.04,3.28,0,0,0
AD26125.wav,उनका एक पुराने बुधिमान विद्वान ने स्वागत किया।,8,0,8,0.0,2.6874375,178.61,2.98,0,0,0
AD26126.wav,The Wizard welcomed them,4,4,0,0.0,1.331,180.32,3.01,0,0,0
AD26127.wav,reminding them that the true magic lies,7,7,0,0.0,2.6309375,159.64,2.66,0,0,0
AD26128.wav,within their hearts,3,3,0,0.0,1.1991875,150.1,2.5,0,0,0
AD26129.wav,and that the bond of siblings,6,6,0,0.0,1.689,213.14,3.55,0,0,0
AD26130.wav,is the strongest,3,3,0,0.0,1.1615,154.97,2.58,0,0,0
AD26131.wav,Magic of all,3,3,0,0.0,1.029625,174.82,2.91,0,0,0
AD26132.wav,BY SEEING THIS IMAGE ये लग रहा है कि,9,4,5,44.44,2.857,189.01,3.15,1,0,1
AD26133.wav,कोई इंसान,2,0,2,0.0,1.01075,118.72,1.98,0,0,0
AD26134.wav,थका हुआ है,3,0,3,0.0,1.06725,168.66,2.81,0,0,0
AD26135.wav,कुछ काम कर रहा था,5,0,5,0.0,1.48175,202.46,3.37,0,0,0
AD26136.wav,He's not succeeded,3,3,0,0.0,1.36875,131.51,2.19,0,0,0
AD26137.wav,in his work,3,3,0,0.0,0.747,240.96,4.02,0,0,0
AD26138.wav,or,1,1,0,0.0,0.6716875,89.33,1.49,0,0,0
AD26140.wav,सोच रहा है कि और इस काम को अगए कैसे बढ़ाना है,12,0,12,0.0,3.554,202.59,3.38,0,0,0
AD26141.wav,इसको सोच के यही लग रहा है,7,0,7,0.0,1.3686875,306.86,5.11,0,0,0
AD26142.wav,in this image two,4,4,0,0.0,1.802,133.19,2.22,0,0,0
AD26143.wav,Baby boys are sitting,4,4,0,0.0,1.613625,148.73,2.48,0,0,0
AD26144.wav,दोनों को खाना दिया गया है,6,0,6,0.0,1.462875,246.09,4.1,0,0,0
AD26145.wav,एक,1,0,1,0.0,0.5398125,111.15,1.85,0,0,0
AD26146.wav,इसा लग रहा है कि इसको he is not liking his food,12,6,6,50.0,3.17725,226.61,3.78,1,1,0
AD26147.wav,और दूसरा है कुछ,4,0,4,0.0,1.6513125,145.34,2.42,0,0,0
AD26148.wav,अगर दोनों में compapre करें तो,6,1,5,16.67,1.820875,197.71,3.3,2,1,1
AD26149.wav,ये feel होता है कि,5,1,4,20.0,1.53825,195.03,3.25,2,1,1
AD26150.wav,the degree of likeness is,5,5,0,0.0,1.8961875,158.21,2.64,0,0,0
AD26151.wav,differ,1,1,0,0.0,0.8789375,68.26,1.14,0,0,0
AD26152.wav,दोनों के लिए,3,0,3,0.0,0.973125,184.97,3.08,0,0,0
AD26153.wav,in this image boy is looking,6,6,0,0.0,2.00925,179.17,2.99,0,0,0
AD26154.wav,कि उसको कौन देख रहा है,6,0,6,0.0,2.141125,168.14,2.8,0,0,0
AD26155.wav,वो किसी चीज के लिए खुश है।,7,0,7,0.0,2.7439375,153.06,2.55,0,0,0
AD26156.wav,shows that,2,2,0,0.0,1.180375,101.66,1.69,0,0,0
AD26157.wav,He found something,3,3,0,0.0,1.2556875,143.35,2.39,0,0,0
AD26158.wav,image को देखने से यह लग रहा है कि first thing,11,3,8,27.27,2.76275,238.89,3.98,2,1,1
AD26159.wav,I thought that..,3,3,0,0.0,1.105,162.9,2.71,0,0,0
AD26160.wav,Boy is very happy,4,4,0,0.0,1.3121875,182.9,3.05,0,0,0
AD26161.wav,by getting something,3,3,0,0.0,1.1426875,157.52,2.63,0,0,0
AD26162.wav,someone started climbing from the,5,5,0,0.0,2.8193125,106.41,1.77,0,0,0
AD26163.wav,mountain,1,1,0,0.0,0.7281875,82.4,1.37,0,0,0
AD26164.wav,और कोई कपड़ा लिया है हाथ में,7,0,7,0.0,1.7643125,238.05,3.97,0,0,0
AD26165.wav,that make them balanced,4,4,0,0.0,1.6513125,145.34,2.42,0,0,0
AD26166.wav,in the air,3,3,0,0.0,0.8035625,224.0,3.73,0,0,0
AD26167.wav,और अपने आप को बचाने की भी कोशिश कर रहा है।,11,0,11,0.0,2.59325,254.51,4.24,0,0,0
AD26168.wav,जो उसको,2,0,2,0.0,0.916625,130.92,2.18,0,0,0
AD26169.wav,उडने में या जो भी,5,0,5,0.0,1.8396875,163.07,2.72,0,0,0
AD26170.wav,activity वो कर रहा है अक्टिविटी ओ कर रहा है,10,1,9,10.0,1.4440625,415.49,6.92,1,0,1
AD26171.wav,उससे उसकी balance मिले,4,1,3,25.0,1.65125,145.34,2.42,2,1,1
AD26172.wav,and protect him,3,3,0,0.0,1.086125,165.73,2.76,0,0,0
AD26173.wav,this image looks like,4,4,0,0.0,1.4440625,166.2,2.77,0,0,0
AD26174.wav,Christmas tree,2,2,0,0.0,0.8789375,136.53,2.28,0,0,0
AD26175.wav,और बहुत जादा इसको decorate किया गया है,8,1,7,12.5,4.1191875,116.53,1.94,2,1,1
AD26176.wav,something like,2,2,0,0.0,0.822375,145.92,2.43,0,0,0
AD26177.wav,artificially decorated,2,2,0,0.0,1.6325,73.51,1.23,0,0,0
AD26178.wav,to celebrate something,3,3,0,0.0,1.3310625,135.23,2.25,0,0,0
AD27001.wav,What's your favorite festival?,4,4,0,0.0,1.689,142.1,2.37,0,0,0
AD27002.wav,How did you celebrate your last festival? What do you feel about that?,13,13,0,0.0,3.4975,223.02,3.72,0,0,0
AD27003.wav,My favourite festival is Diwali,5,5,0,0.0,1.7078125,175.66,2.93,0,0,0
AD27004.wav,and i celebrited festival with my family,7,7,0,0.0,2.8569375,147.01,2.45,0,0,0
AD27005.wav,and it's a very good festival. We did the puja,10,10,0,0.0,3.4598125,173.42,2.89,0,0,0
AD27006.wav,and काफी सारे पटाखे फोडे पूजा करी लक्ष्मी माता की and enjoy किया,13,3,10,23.08,4.759625,163.88,2.73,3,1,2
AD27007.wav,Do you like watching TV series or TV show? Can you tell me about your favorite series or TV show?,20,20,0,0.0,6.0595625,198.03,3.3,0,0,0
AD27008.wav,Generally I do not like TV show and series but sometimes I saw the,14,14,0,0.0,4.7785625,175.79,2.93,0,0,0
AD27009.wav,movie clips I like the comedy movies,7,7,0,0.0,2.197625,191.12,3.19,0,0,0
AD27010.wav,What's your hometown?,3,3,0,0.0,1.180375,152.49,2.54,0,0,0
AD27011.wav,What is so special about the place?,7,7,0,0.0,1.7831875,235.53,3.93,0,0,0
AD27012.wav,Would you like to recommend something from your place to everyone?,11,11,0,0.0,3.3468125,197.2,3.29,0,0,0
AD27013.wav,my hometown is mathura,4,4,0,0.0,1.48175,161.97,2.7,0,0,0
AD27014.wav,मथुरा बहुत ही special place है specially,7,3,4,42.86,2.8946875,145.09,2.42,3,2,1
AD27015.wav,and Bhagwan Krishna,3,3,0,0.0,1.1803125,152.5,2.54,0,0,0
AD27016.wav,के बारे में सब कुछ,5,0,5,0.0,2.00925,149.31,2.49,0,0,0
AD27017.wav,जन्मभूमि के अंदर मिलता है पूरी information,7,1,6,14.29,2.838125,147.99,2.47,1,1,0
AD27018.wav,ये बहुत अच्छा  place,4,1,3,25.0,1.199125,200.15,3.34,1,1,0
AD27019.wav,What kind of food do you like? Can you tell me about your favorite dish?,15,15,0,0.0,3.685875,244.18,4.07,0,0,0
AD27020.wav,भगवान कृष्ण की जन्म भूमि है,6,0,6,0.0,1.8396875,195.69,3.26,0,0,0
AD27021.wav,my favourite food is पराठा,5,4,1,20.0,2.0280625,147.92,2.47,1,0,1
AD27022.wav,पराठे बहुत तरह के होते हैं और,7,0,7,0.0,1.7831875,235.53,3.93,0,0,0
AD27023.wav,आलू पराठा गोभी पराठा पनीर पराठा,6,0,6,0.0,2.1905,164.35,2.74,0,0,0
AD27024.wav,so ये मेरा favourite dish है,6,3,3,50.0,1.5948125,225.73,3.76,3,1,2
AD27025.wav,What's your favorite destination for holiday?,6,6,0,0.0,2.5555,140.87,2.35,0,0,0
AD27026.wav,Why do you like that place?,6,6,0,0.0,1.79025,201.09,3.35,0,0,0
AD27027.wav,My favorite destination for,4,4,0,0.0,2.574375,93.23,1.55,0,0,0
AD27028.wav,holiday,1,1,0,0.0,0.747,80.32,1.34,0,0,0
AD27029.wav,is abroad,2,2,0,0.0,1.802,66.59,1.11,0,0,0
AD27030.wav,especially,1,1,0,0.0,0.98925,60.65,1.01,0,0,0
AD27031.wav,Singapore,1,1,0,0.0,0.8014375,74.87,1.25,0,0,0
AD27032.wav,singapore बहुत ही,3,1,2,33.33,1.393875,129.14,2.15,1,0,1
AD27033.wav,अच्छा देश है,3,0,3,0.0,1.4083125,127.81,2.13,0,0,0
AD27034.wav,Very good country especially about the ethics about the cleanliness,10,10,0,0.0,3.59025,167.12,2.79,0,0,0
AD27035.wav,and it is good thing that I would like to explore,11,11,0,0.0,2.2319375,295.71,4.93,0,0,0
AD27036.wav,एक चोटे से,3,0,3,0.0,1.090375,165.08,2.75,0,0,0
AD27037.wav,Please read these lines,4,4,0,0.0,1.0759375,223.06,3.72,0,0,0
AD27038.wav,एक छोटे से गाँव दो में friends रहते थे चिंटू और राजू।,12,1,11,8.33,3.8359375,187.7,3.13,2,1,1
AD27039.wav,दोनों ही बच्चे बहुत मस्ती करते थे और उनकी friendship,10,1,9,10.0,2.7088125,221.5,3.69,1,1,0
AD27040.wav,बिल्कुल चुटकियों की तरह थी - हमेशा पास हमेशा साथ।,9,0,9,0.0,2.9255625,184.58,3.08,0,0,0
AD27041.wav,चिंटू और राजू ने एक दिन सुना कि उनके पास के जंगल में एक जादुई गुफा है।,17,0,17,0.0,4.226125,241.36,4.02,0,0,0
AD27042.wav,इसे सुनके दोनों ने सोचा कि ये उनका next,9,1,8,11.11,2.28975,235.83,3.93,1,1,0
AD27043.wav,adventure spot हो सकता है,5,2,3,40.0,1.610625,186.26,3.1,1,0,1
AD27046.wav,they felt as if someone was watching them. पर उन्होंने हिम्मत नहीं हारी,13,8,5,38.46,3.8215,204.11,3.4,1,0,1
AD27047.wav,जब वो गुफा तक पहुंच गए उन्हें गुफा से एक अजीब सी आवाज आई,14,0,14,0.0,2.72325,308.45,5.14,0,0,0
AD27048.wav,Welcome चिंटू और राजू! मैं हूं गुफा का guardian।,9,1,8,11.11,2.362,228.62,3.81,1,0,1
AD27049.wav,तुम दौनों को इहां के राज पता चलेंगे,8,0,8,0.0,1.827375,262.67,4.38,0,0,0
AD27050.wav,चिंटू और राजू ने guardian के दिए गए,8,1,7,12.5,1.899625,252.68,4.21,2,1,1
