audio,sentence,path,total_words,num_english_words,num_hindi_words,CMI,duration_sec,WPM,speech_rate,code_switch_count,hi_to_en_switch,en_to_hi_switch
/home/upes/Objectives/Children_Audio/CH21013.wav,मेरे दोस्त हैं कई सारे और मुझे ये बहुत अच्छा लगता है और मुझे अपना school भी बहुत अच्छा लगता है इसलिए,/home/upes/Objectives/Children_Audio/CH21013.wav,22,1,21,4.55,6.0716875,217.4,3.62,2,1,1
/home/upes/Objectives/Children_Audio/CH21025.wav,Ram और Shyam. दोनों बच्चे बहुत मजे करते थे,/home/upes/Objectives/Children_Audio/CH21025.wav,9,2,7,22.22,4.862375,111.06,1.85,3,1,2
/home/upes/Objectives/Children_Audio/CH21059.wav,"ढलने पर,Veer और Diya ने एक छुपी cave खोजने की यात्रा पर जाने की",/home/upes/Objectives/Children_Audio/CH21059.wav,14,2,12,14.29,8.8569375,94.84,1.58,4,2,2
/home/upes/Objectives/Children_Audio/CH21061.wav,छोड़ा हुआ house,/home/upes/Objectives/Children_Audio/CH21061.wav,3,1,2,33.33,1.6855625,106.79,1.78,1,1,0
/home/upes/Objectives/Children_Audio/CH21099.wav," और इसपे christman की balls लगे हैं, decorate है पूरा tree",/home/upes/Objectives/Children_Audio/CH21099.wav,11,4,7,36.36,3.8873125,169.78,2.83,7,4,3
/home/upes/Objectives/Children_Audio/CH22007.wav,enjoy करते हैं शाम के time सबके साथ में,/home/upes/Objectives/Children_Audio/CH22007.wav,9,2,7,22.22,2.0630625,261.75,4.36,3,1,2
/home/upes/Objectives/Children_Audio/CH22014.wav,क्या आप सभी को place में कुछ recommended करना चाहेंगे,/home/upes/Objectives/Children_Audio/CH22014.wav,10,2,8,20.0,3.478375,172.49,2.87,4,2,2
/home/upes/Objectives/Children_Audio/CH22022.wav,छुट्टियों के लिए आपकी favourite जगह क्या है? आपको वह place क्यों पसंद है ?,/home/upes/Objectives/Children_Audio/CH22022.wav,14,2,12,14.29,4.327625,194.1,3.24,4,2,2
/home/upes/Objectives/Children_Audio/CH22027.wav,"एक छोटे से village में two friends रहते थे, राम और श्याम",/home/upes/Objectives/Children_Audio/CH22027.wav,12,3,9,25.0,3.195375,225.33,3.76,4,2,2
/home/upes/Objectives/Children_Audio/CH22055.wav,in the heart of city दो sibings रहते थे वीर और दिया,/home/upes/Objectives/Children_Audio/CH22055.wav,12,6,6,50.0,4.076,176.64,2.94,3,1,2
/home/upes/Objectives/Children_Audio/CH22061.wav,जिसमें विभिन्न symbols और old drawings थी,/home/upes/Objectives/Children_Audio/CH22061.wav,7,3,4,42.86,2.519125,166.72,2.78,4,2,2
/home/upes/Objectives/Children_Audio/CH22078.wav,और ma'am कोई गाड़ी गुड़ी नहीं है और ma'am अकेला यही है,/home/upes/Objectives/Children_Audio/CH22078.wav,12,2,10,16.67,2.503375,287.61,4.79,4,2,2
/home/upes/Objectives/Children_Audio/CH23009.wav,Recommend करना चाहेंगे,/home/upes/Objectives/Children_Audio/CH23009.wav,3,1,2,33.33,2.409,74.72,1.25,1,0,1
/home/upes/Objectives/Children_Audio/CH23015.wav,क्योंकि मुझे नानी के घर बहुत सारी चीज़ें खाने के लिए मिलती है और नानी मेरे को बहुत प्यार करती है,/home/upes/Objectives/Children_Audio/CH23015.wav,21,0,21,0.0,5.2713125,239.03,3.98,0,0,0
/home/upes/Objectives/Children_Audio/CH23021.wav,इसे सुनकर दोनों ने सोचा कि यह उनका next,/home/upes/Objectives/Children_Audio/CH23021.wav,9,1,8,11.11,5.019625,107.58,1.79,1,1,0
/home/upes/Objectives/Children_Audio/CH23030.wav,यहां के राज पता चलेंगे,/home/upes/Objectives/Children_Audio/CH23030.wav,5,0,5,0.0,4.1389375,72.48,1.21,0,0,0
/home/upes/Objectives/Children_Audio/CH23032.wav,Secret थोड़ा और समझ में आने लगा धीरे धीरे,/home/upes/Objectives/Children_Audio/CH23032.wav,9,1,8,11.11,6.0890625,88.68,1.48,1,0,1
/home/upes/Objectives/Children_Audio/CH23042.wav,वीर बडा brother अपनी,/home/upes/Objectives/Children_Audio/CH23042.wav,4,1,3,25.0,2.7235625,88.12,1.47,2,1,1
/home/upes/Objectives/Children_Audio/CH23052.wav,सांस थामें हुए उन्होंने उस old house की खोज की और एक hidden रास्ता पाया जो,/home/upes/Objectives/Children_Audio/CH23052.wav,16,3,13,18.75,8.64875,111.0,1.85,4,2,2
/home/upes/Objectives/Children_Audio/CH23055.wav,सगज होकर उन्होंने forest में एक गहराई से प्रवेश किया,/home/upes/Objectives/Children_Audio/CH23055.wav,10,1,9,10.0,8.6681875,69.22,1.15,2,1,1
/home/upes/Objectives/Children_Audio/CH23064.wav,वो भी एक box के और उसमें home लिखा हुआ है और वह इधर-उधर का नजारा देख रहा है,/home/upes/Objectives/Children_Audio/CH23064.wav,19,2,17,10.53,5.4285625,210.0,3.5,4,2,2
/home/upes/Objectives/Children_Audio/CH23065.wav,यहां पे बहुत सुंदर-सुंदर पहाड़ है,/home/upes/Objectives/Children_Audio/CH23065.wav,6,0,6,0.0,2.5663125,140.28,2.34,0,0,0
/home/upes/Objectives/Children_Audio/CH23071.wav,और वो हंस रहा है अपनी teeth दिख रहा है और उसने एक cap पहनी हुई है और उसके अगल-बगल में लोग हैं,/home/upes/Objectives/Children_Audio/CH23071.wav,23,2,21,8.7,7.0326875,196.23,3.27,4,2,2
/home/upes/Objectives/Children_Audio/CH24003.wav,आप इसके बारे में क्या feel करते हैं,/home/upes/Objectives/Children_Audio/CH24003.wav,8,1,7,12.5,2.063,232.67,3.88,2,1,1
/home/upes/Objectives/Children_Audio/CH24004.wav,मेरा favourite festival holi है,/home/upes/Objectives/Children_Audio/CH24004.wav,5,3,2,40.0,2.25175,133.23,2.22,2,1,1
/home/upes/Objectives/Children_Audio/CH24028.wav,आप किस तरह का food like करते हैं,/home/upes/Objectives/Children_Audio/CH24028.wav,8,2,6,25.0,2.5663125,187.04,3.12,2,1,1
/home/upes/Objectives/Children_Audio/CH24034.wav,बस homework करते maam का याद करने का,/home/upes/Objectives/Children_Audio/CH24034.wav,8,2,6,25.0,2.22025,216.19,3.6,4,2,2
/home/upes/Objectives/Children_Audio/CH24044.wav,तो राम और श्याम ने अपने bag में कुछ,/home/upes/Objectives/Children_Audio/CH24044.wav,9,1,8,11.11,3.447,156.66,2.61,2,1,1
/home/upes/Objectives/Children_Audio/CH24058.wav,राम और श्याम ने इस secret को समझा और उनके बाद से,/home/upes/Objectives/Children_Audio/CH24058.wav,12,1,11,8.33,4.61075,156.16,2.6,2,1,1
/home/upes/Objectives/Children_Audio/CH24077.wav,रास्ते में कदम रखते ही वह एक green,/home/upes/Objectives/Children_Audio/CH24077.wav,8,1,7,12.5,4.768,100.67,1.68,1,1,0
/home/upes/Objectives/Children_Audio/CH24087.wav,और ये dj सा है टुटा हुआ,/home/upes/Objectives/Children_Audio/CH24087.wav,7,1,6,14.29,2.849375,147.4,2.46,2,1,1
/home/upes/Objectives/Children_Audio/CH24093.wav,और अपने दांत दिख रहा है,/home/upes/Objectives/Children_Audio/CH24093.wav,6,0,6,0.0,1.308125,275.2,4.59,0,0,0
/home/upes/Objectives/Children_Audio/CH25014.wav,अपने दोस्तों के साथ खेलना और कूदना,/home/upes/Objectives/Children_Audio/CH25014.wav,7,0,7,0.0,2.2380625,187.66,3.13,0,0,0
/home/upes/Objectives/Children_Audio/CH25035.wav,क्या आप मुझे अपनी favourite dish के बारे में बता सकते हैं,/home/upes/Objectives/Children_Audio/CH25035.wav,12,2,10,16.67,5.07125,141.98,2.37,2,1,1
/home/upes/Objectives/Children_Audio/CH25043.wav,मुझे वो place इसलिए पसंद है,/home/upes/Objectives/Children_Audio/CH25043.wav,6,1,5,16.67,1.9575,183.91,3.07,2,1,1
/home/upes/Objectives/Children_Audio/CH25053.wav,इसे सुनकर दोनों,/home/upes/Objectives/Children_Audio/CH25053.wav,3,0,3,0.0,1.7050625,105.57,1.76,0,0,0
/home/upes/Objectives/Children_Audio/CH25062.wav,welcome राम और श्याम मैं हूं गुफा,/home/upes/Objectives/Children_Audio/CH25062.wav,7,1,6,14.29,4.0894375,102.7,1.71,1,0,1
/home/upes/Objectives/Children_Audio/CH25065.wav,इस cave का secret है साथ निभाना और एक दूसरे की help करना,/home/upes/Objectives/Children_Audio/CH25065.wav,13,3,10,23.08,9.7278125,80.18,1.34,6,3,3
/home/upes/Objectives/Children_Audio/CH25072.wav,In the heart of a city दो siblings रहते थे,/home/upes/Objectives/Children_Audio/CH25072.wav,10,7,3,30.0,5.07125,118.31,1.97,3,1,2
/home/upes/Objectives/Children_Audio/CH25076.wav,सूरज ढलने पर वीर और दिया ने एक छुपी cave खोजने की यात्रा पर जाने,/home/upes/Objectives/Children_Audio/CH25076.wav,15,1,14,6.67,10.987125,81.91,1.37,2,1,1
/home/upes/Objectives/Children_Audio/CH25077.wav,खूब खोजबीन के बाद,/home/upes/Objectives/Children_Audio/CH25077.wav,4,0,4,0.0,2.7990625,85.74,1.43,0,0,0
/home/upes/Objectives/Children_Audio/CH25079.wav,उस old house की खोज की और एक hidden रास्ता पाया,/home/upes/Objectives/Children_Audio/CH25079.wav,11,3,8,27.27,7.5959375,86.89,1.45,4,2,2
/home/upes/Objectives/Children_Audio/CH25080.wav,जो एक bookshelf,/home/upes/Objectives/Children_Audio/CH25080.wav,3,1,2,33.33,3.0795625,58.45,0.97,1,1,0
/home/upes/Objectives/Children_Audio/CH25081.wav,के पीछे था रास्ते में कदम रखते ही वह एक green magic forest में पहुंच गए,/home/upes/Objectives/Children_Audio/CH25081.wav,16,3,13,18.75,10.1205625,94.86,1.58,2,1,1
/home/upes/Objectives/Children_Audio/CH25083.wav,forest में और गहराई,/home/upes/Objectives/Children_Audio/CH25083.wav,4,1,3,25.0,2.7990625,85.74,1.43,1,0,1
/home/upes/Objectives/Children_Audio/CH25087.wav,और भाई बहन का,/home/upes/Objectives/Children_Audio/CH25087.wav,4,0,4,0.0,3.0515,78.65,1.31,0,0,0
/home/upes/Objectives/Children_Audio/CH25100.wav,आप क्या इस image को describe कर सकते हैं इसके बारे में आपके क्या thoughts है,/home/upes/Objectives/Children_Audio/CH25100.wav,16,3,13,18.75,8.85825,108.37,1.81,6,3,3
/home/upes/Objectives/Children_Audio/CH26006.wav,और मिठाई वगैरह वगैरह,/home/upes/Objectives/Children_Audio/CH26006.wav,4,0,4,0.0,3.698625,64.89,1.08,0,0,0
/home/upes/Objectives/Children_Audio/CH26019.wav,इस चुटीयों के लिए आपकी प्रश्ट्र जगा क्या है? आपको  प्संद है?   छुट्टियों के लिए आपकी favourite जगह क्या है? आपको वहाँ place क्या पसंद है?,/home/upes/Objectives/Children_Audio/CH26019.wav,26,2,24,7.69,7.31575,213.24,3.55,4,2,2
/home/upes/Objectives/Children_Audio/CH26025.wav,"एक दिन,Ram और Shyam ने सुना कि उसके पास के",/home/upes/Objectives/Children_Audio/CH26025.wav,10,1,9,10.0,6.3091875,95.1,1.58,2,1,1
/home/upes/Objectives/Children_Audio/CH26039.wav,"हर job के बाद,उन्हें",/home/upes/Objectives/Children_Audio/CH26039.wav,4,1,3,25.0,3.1324375,76.62,1.28,2,1,1
/home/upes/Objectives/Children_Audio/CH26066.wav,और उन्होंने एक blue color की carpet ले रखी है।,/home/upes/Objectives/Children_Audio/CH26066.wav,10,3,7,30.0,3.9030625,153.73,2.56,4,2,2
/home/upes/Objectives/Children_Audio/CH26069.wav,heart of a city,/home/upes/Objectives/Children_Audio/CH26069.wav,4,4,0,0.0,1.811375,132.5,2.21,0,0,0
/home/upes/Objectives/Children_Audio/CH26079.wav,अपनी खोज से उत्साहित होकर,/home/upes/Objectives/Children_Audio/CH26079.wav,5,0,5,0.0,1.968625,152.39,2.54,0,0,0
/home/upes/Objectives/Children_Audio/CH26091.wav,"वो एक green,magical forest में पहुँच गए।",/home/upes/Objectives/Children_Audio/CH26091.wav,7,2,5,28.57,3.65575,114.89,1.91,2,1,1
/home/upes/Objectives/Children_Audio/CH26094.wav,जहां उन्होंने magical trees का सामना किया।,/home/upes/Objectives/Children_Audio/CH26094.wav,7,2,5,28.57,3.2268125,130.16,2.17,2,1,1
/home/upes/Objectives/Children_Audio/CH26099.wav,Wizard ने उन्हें बताया कि,/home/upes/Objectives/Children_Audio/CH26099.wav,5,1,4,20.0,2.2674375,132.31,2.21,1,0,1
/home/upes/Objectives/Children_Audio/CH26100.wav,असली magic उनके दिलों में होता है,/home/upes/Objectives/Children_Audio/CH26100.wav,7,1,6,14.29,2.5348125,165.69,2.76,2,1,1
